_id,riot_id,name_zh,title,icon_url,win_rate,pick_rate,sample_size,tier,roles,win_rate_change,pick_rate_change,previous_win_rate,previous_pick_rate,top_augments,avg_damage,avg_damage_taken,avg_kills,avg_deaths,avg_assists,kda,avg_gold,avg_cs,avg_cc_time,avg_turret_dmg,avg_heal_shield,avg_dmg_mitigated,damage_share,gold_efficiency,kill_participation,multi_kill_rate,utility_score,survivability,previous_games,wins,search_terms,role_tags,patch_version,updated_at
89,89,曙光女神,,/assets/champions/16.13.1/89.png,53.84294664311342,0.7532564305028977,91141,1,坦克;辅助,-0.16199999999999998,0.034,54.00496638703511,0.7192390587881271,"[{""id"":""2102"",""name"":""高压锅"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/questpressurecooker_small.png"",""description"":""每一秒，对附近的敌方英雄们施加一层可叠加的灼烧，这个效果受益于你的最大生命值。任务：对敌方英雄造成灼烧伤害奖励：提升【高压锅】的规模和伤害，基于任务等级。""},{""id"":""1181"",""name"":""重量级打击手"",""rarity"":""白银"",""iconUrl"":""/assets/augments/icons/16.13/heavyhitter_small.png"",""description"":""你的攻击造成相当于你3.5%最大生命值的额外物理伤害。""},{""id"":""1018"",""name"":""巨像的勇气"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/courageofthecolossus_small.png"",""description"":""定身或缚地一个敌方英雄后获得?护盾值。""},{""id"":""2127"",""name"":""大师铸就"",""rarity"":""白银"",""iconUrl"":""/assets/augments/icons/16.13/forgedbythemaster_small.png"",""description"":""使你的装备和强化符文伤害提升?。""},{""id"":""1353"",""name"":""坦克引擎"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/tank_engine_small.png"",""description"":""参与击杀时，获得一个层数，使你的体型增大并提升最大生命值。阵亡时损失层数。""}]",19858.283843,46724.053617,4.600839,10.759235,27.723831,3.004365,11589.428016,13.666019,61.857669,491.148573,305.259593,67121.25243,0.298252,1.713483,0.750273,0.412463,0.326867,1.436546,244846,49073,"蕾欧娜,Leona,日女,女坦","Tank,Support",,2026-06-29T10:17:34.659Z
238,238,影流之主,,/assets/champions/16.13.1/238.png,46.37564681272707,0.7506860971744681,90830,4,刺客,0.6456,0.0514,45.73000903190573,0.6992610120206976,"[{""id"":""1027"",""name"":""大地苏醒"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/earthwake_small.png"",""description"":""你的冲刺、闪烁或传送类技能会留下一条在0.75秒后爆炸的轨迹。""},{""id"":""2083"",""name"":""牙仙子"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/questburstingteeth_small.png"",""description"":""爆裂敌人会掉落牙齿。拾取牙齿会提供给你永久的穿甲和法术穿透。""},{""id"":""1344"",""name"":""最终形态"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/finalform_small.png"",""description"":""在施放你的终极技能时，获得持续10秒的最大生命值护盾、全能吸血和移动速度。""},{""id"":""1038"",""name"":""有始有终"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/frombeginningtoend_small.png"",""description"":""获得先攻和黑暗收割基石符文。""},{""id"":""1084"",""name"":""穿针引线"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/threadtheneedle_small.png"",""description"":""获得18%%i:scaleAPen%护甲穿透和%i:scaleMPen%法术穿透。""}]",33594.858823,25918.026663,15.124701,11.697409,17.045532,2.750202,13841.026048,33.365762,6.866753,856.766117,10.900595,20803.025638,0.564497,2.427194,0.733348,3.969235,0.020764,0.802647,238045,42123,"劫,Zed",Assassin,,2026-06-29T10:17:34.659Z
10,10,正义天使,,/assets/champions/16.13.1/10.png,57.39384733966584,0.7291316620601775,88222,1,法师;射手,-0.2787,-0.015899999999999997,57.67257729357165,0.744986387109921,"[{""id"":""1029"",""name"":""虚幻武器"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/etherealweapon_small.png"",""description"":""你的技能可施加%i:OnHit%攻击特效。每个目标有1秒冷却时间。""},{""id"":""1054"",""name"":""物法皆修"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/masterofduality_small.png"",""description"":""你的每次攻击为你提供可叠加的法术强度，并且你的每次技能在伤害敌人时为你提供可叠加的攻击力。""},{""id"":""1129"",""name"":""神射法师"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/marksmage_small.png"",""description"":""你的攻击造成相当于你75%法术强度的额外物理伤害。""},{""id"":""1071"",""name"":""更万用的瞄准镜"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/scopierweapons_small.png"",""description"":""获得?攻击距离。""},{""id"":""1115"",""name"":""最万用的瞄准镜"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/scopiestweapons_small.png"",""description"":""获得?攻击距离。""}]",26882.596542,27149.101264,9.24408,10.073805,24.771175,3.376604,13382.690106,61.836554,6.503124,2043.497893,1558.443411,12799.669911,0.497534,2.008759,0.771512,2.327183,0.082163,0.471458,253611,50634,"凯尔,Kayle,天使","Mage,Marksman",,2026-06-29T10:17:34.659Z
15,15,战争女神,,/assets/champions/16.13.1/15.png,51.61545164101074,0.7113872708828839,86075,2,射手,0.5949,-0.0043,51.020533805054036,0.7157169770245412,"[{""id"":""1356"",""name"":""暴击飞弹"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/criticalmissile_small.png"",""description"":""当你暴击时，发射飞弹造成魔法伤害。获得%i:scaleCrit% 25%暴击几率。""},{""id"":""1336"",""name"":""升级：无尽之刃"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/upgradeie_small.png"",""description"":""获得25% %i:scaleCrit%暴击几率和500金币。装备无尽之刃后，可使你的%i:scaleCrit%暴击几率在每次攻击都会提供随机的%i:scaleCritMult%暴击伤害。""},{""id"":""1077"",""name"":""灵魂虹吸"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/soulsiphon_small.png"",""description"":""暴击造成伤害的12%会等额治疗你自身。获得%i:scaleCrit% 25%暴击几率。""},{""id"":""1022"",""name"":""灵巧"",""rarity"":""白银"",""iconUrl"":""/assets/augments/icons/16.13/deft_small.png"",""description"":""获得%i:scaleAS% 60%攻击速度。""},{""id"":""1225"",""name"":""双刀流"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/dualwield_small.png"",""description"":""在攻击时，发射一个箭矢，它施加效能削减的%i:OnHit%攻击特效。获得10%总攻击速度。""}]",29191.004541,25195.258337,9.177306,9.79298,27.46581,3.741774,13693.862722,77.097703,0.126379,1742.54989,87.599844,12129.218632,0.536735,2.131685,0.789108,2.114052,0.003434,0.481409,243647,44428,"希维尔,Sivir,轮子妈",Marksman,,2026-06-29T10:17:34.659Z
13,13,符文法师,,/assets/champions/16.13.1/13.png,52.9602853970279,0.6996430790510562,84654,1,法师,-0.475,-0.0082,53.435288746861445,0.7078091837738545,"[{""id"":""1311"",""name"":""溢流"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/overflow_small.png"",""description"":""你的法力消耗翻倍。你的技能的治疗效果、护盾效果和伤害获得提升，提升幅度基于你的最大法力值。""},{""id"":""1056"",""name"":""由心及物"",""rarity"":""白银"",""iconUrl"":""/assets/augments/icons/16.13/mindtomatter_small.png"",""description"":""使你的最大生命值提升，数额相当于你一半的法力值。""},{""id"":""1004"",""name"":""回归基本功"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/backtobasics_small.png"",""description"":""获得提升过的技能伤害、治疗效果、护盾和技能急速，但你不能使用你的终极技能。""},{""id"":""1205"",""name"":""物理转魔法"",""rarity"":""白银"",""iconUrl"":""/assets/augments/icons/16.13/adapt_small.png"",""description"":""将额外攻击力转化为法术强度。获得15%法术强度。""},{""id"":""2123"",""name"":""超负荷"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/genericabilityaugmenticon_prismatic.png"",""description"":""使用另一个技能会重置【?】技能的冷却时间。""}]",29360.379602,30362.601218,9.538042,9.424325,21.531861,3.296777,12888.457413,57.250977,24.211617,1208.435324,46.404781,23676.857013,0.491609,2.278037,0.767267,1.985456,0.084044,0.779803,240955,44833,"瑞兹,Ryze,流浪,光头",Mage,,2026-06-29T10:17:34.659Z
12,12,牛头酋长,,/assets/champions/16.13.1/12.png,50.968850233653285,0.6879815345931328,83243,3,坦克;辅助,0.3804,0.0121,50.58845515311133,0.6759048217769346,"[{""id"":""2102"",""name"":""高压锅"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/questpressurecooker_small.png"",""description"":""每一秒，对附近的敌方英雄们施加一层可叠加的灼烧，这个效果受益于你的最大生命值。任务：对敌方英雄造成灼烧伤害奖励：提升【高压锅】的规模和伤害，基于任务等级。""},{""id"":""1361"",""name"":""艾卡西亚的陷落"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/quest_voidimmolation_small.png"",""description"":""即刻：获得1个【斑比的熔渣】。任务：持有日炎圣盾和璀璨回响。奖励：将这些装备合成为虚空献祭。""},{""id"":""1353"",""name"":""坦克引擎"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/tank_engine_small.png"",""description"":""参与击杀时，获得一个层数，使你的体型增大并提升最大生命值。阵亡时损失层数。""},{""id"":""1375"",""name"":""吞噬灵魂"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/souleater_small.png"",""description"":""定身一个敌方英雄时会提供20最大生命值。""},{""id"":""1319"",""name"":""升级：献祭"",""rarity"":""白银"",""iconUrl"":""/assets/augments/icons/16.13/upgradeimmolate_small.png"",""description"":""【璀璨回响】和【日炎圣盾】每当有目标受到【献祭】效果影响时，提供12 金币 。获得250金币。""}]",15770.93509,51211.322173,4.359758,10.621773,32.716168,3.490559,11633.171617,12.132844,66.173237,426.437088,7196.490766,78886.355762,0.235449,1.355687,0.777311,0.347122,0.875903,1.540408,230094,42428,"阿利斯塔,Alistar,牛头,阿里斯塔","Tank,Support",,2026-06-29T10:17:34.659Z
4,4,卡牌大师,,/assets/champions/16.13.1/4.png,51.97136061122991,0.6879732698557424,83242,2,法师;射手,-0.2905,0.0007999999999999999,52.26184572767224,0.6871555083111582,"[{""id"":""2062"",""name"":""回响施放"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/genericabilityaugmenticon_prismatic.png"",""description"":""施放你的【?】技能时会朝你的鼠标位置派出一个复制体并再次施放该技能。""},{""id"":""1004"",""name"":""回归基本功"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/backtobasics_small.png"",""description"":""获得提升过的技能伤害、治疗效果、护盾和技能急速，但你不能使用你的终极技能。""},{""id"":""2018"",""name"":""纯粹主义者 - 术师"",""rarity"":""白银"",""iconUrl"":""/assets/augments/icons/16.13/puristcaster_small.png"",""description"":""获得百分比冷却缩减并将你的所有攻击速度转化为技能急速。""},{""id"":""1048"",""name"":""珠光护手"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/jeweledgauntlet_small.png"",""description"":""你的技能可以造成暴击。获得%i:scaleCrit% ?暴击几率。""},{""id"":""1180"",""name"":""超强大脑"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/bigbrain_small.png"",""description"":""每拥有%i:scaleAP%1法术强度就会获得3护盾值。阵亡时或耗尽后70秒重置。""}]",29913.640893,24039.032235,8.576998,10.014574,25.162108,3.369001,13110.619858,47.53543,31.673702,1799.204537,61.043937,11457.362338,0.554442,2.281634,0.771115,1.439084,0.107924,0.476615,233924,43262,"崔斯特,TwistedFate,Twisted Fate,卡牌,TF","Mage,Marksman",,2026-06-29T10:17:34.659Z
11,11,无极剑圣,,/assets/champions/16.13.1/11.png,52.601009491148844,0.6844359622526301,82814,2,战士;刺客,-1.8373,-0.013300000000000001,54.43832075145993,0.6976923784412523,"[{""id"":""2010"",""name"":""双发快射"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/doubletap_small.png"",""description"":""你的暴击施加一次额外的%i:OnHit%附带攻击特效。获得%i:scaleCrit% ?暴击几率。""},{""id"":""1058"",""name"":""秘术冲拳"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/mysticpunch_small.png"",""description"":""%i:OnHit%攻击特效使你的各个技能的冷却时间缩减1.25秒%i:scaleCooldown%。""},{""id"":""2096"",""name"":""小小的额外帮助"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/genericabilityaugmenticon_gold.png"",""description"":""在你的【?】技能持续期间获得?攻击距离和?攻击速度。""},{""id"":""1006"",""name"":""利刃华尔兹"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/bladewaltz_small.png"",""description"":""获得利刃华尔兹作为一个召唤师技能。""},{""id"":""1079"",""name"":""战争交响乐"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/symphonyofwar_small.png"",""description"":""获得致命节奏和征服者基石符文。""}]",31795.211568,30663.348616,15.083148,12.420179,14.867718,2.411468,13912.146578,33.652453,0.656479,1451.751212,20.017829,26925.595596,0.509061,2.285428,0.706871,6.465286,0.002694,0.878104,237511,43561,"易,MasterYi,Master Yi,剑圣,易大师","Fighter,Assassin",,2026-06-29T10:17:34.659Z
27,27,炼金术士,,/assets/champions/16.13.1/27.png,50.18884333457573,0.6652287125572272,80490,3,坦克;法师,-0.5745,-0.025300000000000003,50.763373391470815,0.6905365893035581,"[{""id"":""2078"",""name"":""连锁反应"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/genericabilityaugmenticon_prismatic.png"",""description"":""如果一个被【?】技能击退的目标命中了另一个英雄，则二者都会被击飞并受到伤害。在与地形产生碰撞时，该击飞时长会延长并且他们会受到额外伤害。""},{""id"":""1332"",""name"":""不祥契约"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/wisdomofages_small.png"",""description"":""基于已损失生命值，获得法术强度、移动速度和全能吸血，每次你施放技能时会对自身造成伤害。""},{""id"":""1028"",""name"":""侵蚀"",""rarity"":""白银"",""iconUrl"":""/assets/augments/icons/16.13/erosion_small.png"",""description"":""对敌人造成伤害时会施加一层持续4秒且可叠加的护甲和魔法抗性击碎效果。""},{""id"":""1318"",""name"":""升级：中娅"",""rarity"":""白银"",""iconUrl"":""/assets/augments/icons/16.13/upgradezh_small.png"",""description"":""【中娅沙漏】的冷却时间降低至45秒。你现在可以在【中娅沙漏】、【探索者的护臂】或【沃格勒特的巫师帽】凝滞状态持续期间移动并获得移动速度。获得250金币。""},{""id"":""1045"",""name"":""炼狱导管"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/infernalconduit_small.png"",""description"":""你的技能会施加一层可叠加的灼烧，持续造成魔法伤害。你的灼烧效果会降低你各基础技能的冷却时间。""}]",24949.231415,42786.91587,6.40247,12.92158,28.048007,2.66612,12513.822419,45.630389,55.479608,582.718481,108.352365,42860.319739,0.36833,1.993734,0.727232,0.859706,0.226713,1.001716,235075,40397,"辛吉德,Singed,炼金","Tank,Mage",,2026-06-29T10:17:34.659Z
143,143,荆棘之兴,,/assets/champions/16.13.1/143.png,52.91035652803073,0.6625178786931598,80162,2,法师;辅助,-0.0357,-0.0206,52.94600812780872,0.6830752984949607,"[{""id"":""1045"",""name"":""炼狱导管"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/infernalconduit_small.png"",""description"":""你的技能会施加一层可叠加的灼烧，持续造成魔法伤害。你的灼烧效果会降低你各基础技能的冷却时间。""},{""id"":""1133"",""name"":""魔法飞弹"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/magicmissile_small.png"",""description"":""造成技能伤害会对其发射3个飞弹，每个造成基于飞行距离的百分比最大生命值的真实伤害。""},{""id"":""1388"",""name"":""无限循环往复"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/infiniterecursion_small.png"",""description"":""获得60技能急速，外加每次参与击杀3技能急速。""},{""id"":""1098"",""name"":""急急小子"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/withhaste_small.png"",""description"":""获得移动速度，相当于你的70%技能急速。""},{""id"":""1105"",""name"":""家园卫士"",""rarity"":""白银"",""iconUrl"":""/assets/augments/icons/16.13/homeguard_small.png"",""description"":""获得100%移动速度，在受到伤害后失效6秒。""}]",29982.843728,22674.073188,6.994093,8.812044,28.015036,3.972873,12947.700806,52.958113,61.502954,998.284388,105.140238,10763.505025,0.5694,2.315689,0.798909,1.013962,0.208634,0.474705,232535,42414,"婕拉,Zyra,花女","Mage,Support",,2026-06-29T10:17:34.659Z
82,82,铁铠冥魂,,/assets/champions/16.13.1/82.png,48.54033837040012,0.6585012163214017,79676,3,战士;法师,-0.8396000000000001,-0.0069,49.37997466040976,0.6654149519039027,"[{""id"":""2132"",""name"":""术士果汁盒"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/warlockjuicebox_small.png"",""description"":""获得?全能吸血。""},{""id"":""1138"",""name"":""渴血"",""rarity"":""白银"",""iconUrl"":""/assets/augments/icons/16.13/goredrink_small.png"",""description"":""获得15%全能吸血。""},{""id"":""1020"",""name"":""黎明使者的坚决"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/dawnbringersresolve_small.png"",""description"":""在跌到50%生命值以下时，在3秒里持续回复共30%最大生命值。阵亡时或每45秒重置。""},{""id"":""1045"",""name"":""炼狱导管"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/infernalconduit_small.png"",""description"":""你的技能会施加一层可叠加的灼烧，持续造成魔法伤害。你的灼烧效果会降低你各基础技能的冷却时间。""},{""id"":""2102"",""name"":""高压锅"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/questpressurecooker_small.png"",""description"":""每一秒，对附近的敌方英雄们施加一层可叠加的灼烧，这个效果受益于你的最大生命值。任务：对敌方英雄造成灼烧伤害奖励：提升【高压锅】的规模和伤害，基于任务等级。""}]",29411.364137,40838.022891,10.48481,10.950897,20.550798,2.83407,12974.057934,35.092341,17.737742,1056.735128,23.926805,53977.194857,0.418671,2.266936,0.739181,2.317366,0.061123,1.321739,226523,38675,"莫德凯撒,Mordekaiser,铁男","Fighter,Mage",,2026-06-29T10:17:34.659Z
157,157,疾风剑豪,,/assets/champions/16.13.1/157.png,52.14423971242553,0.6575590362588906,79562,2,战士;刺客,0.055099999999999996,-0.0046,52.08911918937385,0.6621337464577596,"[{""id"":""1058"",""name"":""秘术冲拳"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/mysticpunch_small.png"",""description"":""%i:OnHit%攻击特效使你的各个技能的冷却时间缩减1.25秒%i:scaleCooldown%。""},{""id"":""1206"",""name"":""魔法转物理"",""rarity"":""白银"",""iconUrl"":""/assets/augments/icons/16.13/escapade_small.png"",""description"":""将法术强度转化为额外攻击力。获得15%攻击力。""},{""id"":""1336"",""name"":""升级：无尽之刃"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/upgradeie_small.png"",""description"":""获得25% %i:scaleCrit%暴击几率和500金币。装备无尽之刃后，可使你的%i:scaleCrit%暴击几率在每次攻击都会提供随机的%i:scaleCritMult%暴击伤害。""},{""id"":""1063"",""name"":""狂徒豪气"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/outlawsgrit_small.png"",""description"":""在使用一次冲刺、闪烁或传送之后，你获得12护甲和魔法抗性，这个效果至多可叠加至5层。""},{""id"":""1138"",""name"":""渴血"",""rarity"":""白银"",""iconUrl"":""/assets/augments/icons/16.13/goredrink_small.png"",""description"":""获得15%全能吸血。""}]",26407.597622,30150.404477,9.678839,11.859951,18.360336,2.36419,13208.751591,60.698916,24.697866,1178.944806,12.898286,37045.317664,0.466912,1.99925,0.702752,2.471354,0.094014,1.228684,225406,41487,"亚索,Yasuo,剑豪,快乐风男,托儿索","Fighter,Assassin",,2026-06-29T10:17:34.659Z
910,910,异画师,,/assets/champions/16.13.1/910.png,52.518620272467196,0.6557986471947249,79349,2,法师;辅助,-0.5072,-0.0042,53.02579166388499,0.6600157973739018,"[{""id"":""1045"",""name"":""炼狱导管"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/infernalconduit_small.png"",""description"":""你的技能会施加一层可叠加的灼烧，持续造成魔法伤害。你的灼烧效果会降低你各基础技能的冷却时间。""},{""id"":""2132"",""name"":""术士果汁盒"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/warlockjuicebox_small.png"",""description"":""获得?全能吸血。""},{""id"":""1133"",""name"":""魔法飞弹"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/magicmissile_small.png"",""description"":""造成技能伤害会对其发射3个飞弹，每个造成基于飞行距离的百分比最大生命值的真实伤害。""},{""id"":""1388"",""name"":""无限循环往复"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/infiniterecursion_small.png"",""description"":""获得60技能急速，外加每次参与击杀3技能急速。""},{""id"":""1044"",""name"":""冰寒"",""rarity"":""白银"",""iconUrl"":""/assets/augments/icons/16.13/icecold_small.png"",""description"":""你的减速效果可使移动速度降低额外的75。""}]",32016.182804,21955.221082,9.243016,8.449671,30.250354,4.673954,13195.28046,45.494121,35.904929,1091.826036,2735.629389,12498.847469,0.593206,2.426336,0.823756,1.5329,0.197591,0.569288,224685,41673,"彗,Hwei,画师","Mage,Support",,2026-06-29T10:17:34.659Z
104,104,法外狂徒,,/assets/champions/16.13.1/104.png,56.4673666145071,0.6549308497687278,79244,1,射手,1.5648,0.0023,54.90257855152827,0.6526543821115611,"[{""id"":""1134"",""name"":""亮出你的剑"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/drawyoursword_small.png"",""description"":""变为近战状态，并且获得攻击力、生命值、攻击速度、生命偷取和移动速度 (每个属性都基于舍弃的攻击距离而进一步提升)。""},{""id"":""1004"",""name"":""回归基本功"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/backtobasics_small.png"",""description"":""获得提升过的技能伤害、治疗效果、护盾和技能急速，但你不能使用你的终极技能。""},{""id"":""1336"",""name"":""升级：无尽之刃"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/upgradeie_small.png"",""description"":""获得25% %i:scaleCrit%暴击几率和500金币。装备无尽之刃后，可使你的%i:scaleCrit%暴击几率在每次攻击都会提供随机的%i:scaleCritMult%暴击伤害。""},{""id"":""1077"",""name"":""灵魂虹吸"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/soulsiphon_small.png"",""description"":""暴击造成伤害的12%会等额治疗你自身。获得%i:scaleCrit% 25%暴击几率。""},{""id"":""1007"",""name"":""大力"",""rarity"":""白银"",""iconUrl"":""/assets/augments/icons/16.13/bluntforce_small.png"",""description"":""获得%i:scaleAD%20%攻击力。""}]",32741.47541,26675.103825,14.64293,10.784495,18.22763,3.047946,14786.327869,66.080772,21.478142,1544.645833,42.34042,19947.508197,0.551049,2.214307,0.752961,4.612534,0.066892,0.747795,222179,44747,"格雷福斯,Graves,男枪,法外张三,张三",Marksman,,2026-06-29T10:17:34.659Z
43,43,天启者,,/assets/champions/16.13.1/43.png,47.84031580287788,0.6490298272719474,78530,4,法师;辅助,0.7779999999999999,-0.0207,47.06228095954523,0.6697037253608129,"[{""id"":""1388"",""name"":""无限循环往复"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/infiniterecursion_small.png"",""description"":""获得60技能急速，外加每次参与击杀3技能急速。""},{""id"":""1420"",""name"":""咏叹奏鸣"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/sonata_small.png"",""description"":""每10秒，以一个不断交替的旋律来自动施放坚毅咏叹调和迅捷奏鸣曲。坚毅咏叹调治疗附近友军并提供一个临时的护盾光环。迅捷奏鸣曲提供一个临时光环来提供额外移动速度。""},{""id"":""1005"",""name"":""喂呜喂呜"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/weewooweewoo_small.png"",""description"":""在朝着低生命值的友军移动时，获得移动速度。你的治疗和护盾获得提升，基于你目标的低生命值程度。""},{""id"":""1030"",""name"":""尤里卡"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/eureka_small.png"",""description"":""获得相当于30%法术强度的技能急速。""},{""id"":""2104"",""name"":""灵魄炸弹"",""rarity"":""棱彩"",""iconUrl"":""/assets/augments/icons/16.13/spiritbomb_small.png"",""description"":""为友方英雄提供治疗和护盾时会为你积攒一颗【灵魄炸弹】。在满层时，投掷该炸弹至生命值最低的那个友军，从而对其和附近友军们提供治疗和护盾。""}]",23093.223424,21843.267044,6.80909,8.236476,28.429446,4.278351,12190.087584,27.603469,26.662889,926.807831,6534.904574,16668.272254,0.513908,1.894426,0.810547,0.744805,0.398437,0.763085,227983,37569,"卡尔玛,Karma,扇子妈","Mage,Support",,2026-06-29T10:17:34.659Z
112,112,奥术先驱,,/assets/champions/16.13.1/112.png,53.39559877175025,0.6459718744374813,78160,1,法师,0.5739,-0.0225,52.821657534306766,0.6685169688699967,"[{""id"":""2132"",""name"":""术士果汁盒"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/warlockjuicebox_small.png"",""description"":""获得?全能吸血。""},{""id"":""1180"",""name"":""超强大脑"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/bigbrain_small.png"",""description"":""每拥有%i:scaleAP%1法术强度就会获得3护盾值。阵亡时或耗尽后70秒重置。""},{""id"":""1333"",""name"":""逃跑计划"",""rarity"":""白银"",""iconUrl"":""/assets/augments/icons/16.13/escapeplan_small.png"",""description"":""在降至35%生命值时，获得巨量持续衰减的护盾、持续衰减的移动速度和持续衰减的缩小效果。""},{""id"":""1133"",""name"":""魔法飞弹"",""rarity"":""黄金"",""iconUrl"":""/assets/augments/icons/16.13/magicmissile_small.png"",""description"":""造成技能伤害会对其发射3个飞弹，每个造成基于飞行距离的百分比最大生命值的真实伤害。""},{""id"":""1105"",""name"":""家园卫士"",""rarity"":""白银"",""iconUrl"":""/assets/augments/icons/16.13/homeguard_small.png"",""description"":""获得100%移动速度，在受到伤害后失效6秒。""}]",32872.967703,23540.710665,10.275827,9.30672,25.986426,3.896352,13493.786961,50.240388,46.857238,1288.966366,54.492611,17708.28325,0.582713,2.436156,0.795766,2.130324,0.144198,0.752241,227579,41734,"维克托,Viktor,三只手,机械先驱",Mage,,2026-06-29T10:17:34.659Z
