_id,champion_id,augment_id,win_rate,pick_rate,sample_size,tier,patch_version,updated_at
1_1336,1,1336,0.4801,0.0047,906,B,26.12,2026-06-26T14:52:45.295Z
1_1337,1,1337,0.6874,0.1126,4169,S,26.12,2026-06-26T14:52:45.295Z
1_1343,1,1343,0.6185,0.0606,6020,S,26.12,2026-06-26T14:52:45.295Z
1_1344,1,1344,0.642,0.2084,9466,S,26.12,2026-06-26T14:52:45.295Z
1_1345,1,1345,0.6717,0.1804,3365,S,26.12,2026-06-26T14:52:45.295Z
1_1346,1,1346,0.4543,0.1463,4462,C,26.12,2026-06-26T14:52:45.295Z
1_1349,1,1349,0.6138,0.2003,6081,S,26.12,2026-06-26T14:52:45.295Z
1_1353,1,1353,0.5908,0.0918,3411,S,26.12,2026-06-26T14:52:45.295Z
1_1356,1,1356,0.479,0.2279,1259,C,26.12,2026-06-26T14:52:45.295Z
1_1358,1,1358,0.6926,0.2405,3932,S,26.12,2026-06-26T14:52:45.295Z
1_1361,1,1361,0.4635,0.0778,6054,C,26.12,2026-06-26T14:52:45.295Z
1_1373,1,1373,0.7038,0.1326,6913,S,26.12,2026-06-26T14:52:45.295Z
1_1375,1,1375,0.6863,0.1177,4991,S,26.12,2026-06-26T14:52:45.295Z
1_1379,1,1379,0.728,0.1154,6135,S,26.12,2026-06-26T14:52:45.295Z
1_1384,1,1384,0.7157,0.0489,8279,S,26.12,2026-06-26T14:52:45.295Z
1_1388,1,1388,0.5257,0.1923,9201,A,26.12,2026-06-26T14:52:45.295Z
1_1389,1,1389,0.5762,0.1154,8131,S,26.12,2026-06-26T14:52:45.295Z
1_1390,1,1390,0.552,0.17,4482,S,26.12,2026-06-26T14:52:45.295Z
1_1392,1,1392,0.6218,0.0441,9325,S,26.12,2026-06-26T14:52:45.295Z
1_1400,1,1400,0.4988,0.0918,562,B,26.12,2026-06-26T14:52:45.295Z
1_1401,1,1401,0.506,0.2232,3224,B,26.12,2026-06-26T14:52:45.295Z
1_1402,1,1402,0.5303,0.0484,8175,A,26.12,2026-06-26T14:52:45.295Z
1_1403,1,1403,0.487,0.1549,8171,B,26.12,2026-06-26T14:52:45.295Z
1_1413,1,1413,0.4701,0.1961,1736,C,26.12,2026-06-26T14:52:45.295Z
1_1414,1,1414,0.5723,0.2263,1971,S,26.12,2026-06-26T14:52:45.295Z
1_1420,1,1420,0.6929,0.0082,3522,S,26.12,2026-06-26T14:52:45.295Z
1_1421,1,1421,0.6271,0.2052,4404,S,26.12,2026-06-26T14:52:45.295Z
1_1996,1,1996,0.5541,0.0516,9646,S,26.12,2026-06-26T14:52:45.295Z
1_2004,1,2004,0.687,0.1483,2249,S,26.12,2026-06-26T14:52:45.295Z
1_2005,1,2005,0.5007,0.0315,7478,B,26.12,2026-06-26T14:52:45.295Z
1_2006,1,2006,0.5596,0.1026,6300,S,26.12,2026-06-26T14:52:45.295Z
1_2007,1,2007,0.5975,0.0039,640,S,26.12,2026-06-26T14:52:45.295Z
1_2010,1,2010,0.6604,0.04,1871,S,26.12,2026-06-26T14:52:45.295Z
1_2031,1,2031,0.4578,0.0419,9314,C,26.12,2026-06-26T14:52:45.295Z
1_2032,1,2032,0.5737,0.0925,4048,S,26.12,2026-06-26T14:52:45.295Z
1_2034,1,2034,0.4727,0.1196,5654,C,26.12,2026-06-26T14:52:45.295Z
1_2042,1,2042,0.6415,0.2226,9417,S,26.12,2026-06-26T14:52:45.295Z
1_2043,1,2043,0.4617,0.2004,5588,C,26.12,2026-06-26T14:52:45.295Z
1_2046,1,2046,0.5555,0.2004,1191,S,26.12,2026-06-26T14:52:45.295Z
1_2054,1,2054,0.7284,0.1895,2056,S,26.12,2026-06-26T14:52:45.295Z
1_2055,1,2055,0.606,0.0438,9020,S,26.12,2026-06-26T14:52:45.295Z
1_2062,1,2062,0.553,0.0449,3380,S,26.12,2026-06-26T14:52:45.295Z
1_2063,1,2063,0.5836,0.1432,9170,S,26.12,2026-06-26T14:52:45.295Z
1_2064,1,2064,0.6508,0.1459,7514,S,26.12,2026-06-26T14:52:45.295Z
1_2065,1,2065,0.4864,0.0143,8638,B,26.12,2026-06-26T14:52:45.295Z
1_2072,1,2072,0.6889,0.1897,5938,S,26.12,2026-06-26T14:52:45.295Z
1_2077,1,2077,0.5983,0.0218,4898,S,26.12,2026-06-26T14:52:45.295Z
1_2078,1,2078,0.4889,0.2474,4650,B,26.12,2026-06-26T14:52:45.295Z
1_2080,1,2080,0.7113,0.2354,7419,S,26.12,2026-06-26T14:52:45.295Z
1_2082,1,2082,0.679,0.1022,8335,S,26.12,2026-06-26T14:52:45.295Z
1_2083,1,2083,0.735,0.0762,10037,S,26.12,2026-06-26T14:52:45.295Z
1_2087,1,2087,0.574,0.0805,8059,S,26.12,2026-06-26T14:52:45.295Z
1_2089,1,2089,0.6146,0.2271,7127,S,26.12,2026-06-26T14:52:45.295Z
1_2091,1,2091,0.5332,0.1445,9023,A,26.12,2026-06-26T14:52:45.295Z
1_2095,1,2095,0.6033,0.2081,2121,S,26.12,2026-06-26T14:52:45.295Z
1_2096,1,2096,0.5328,0.229,3434,A,26.12,2026-06-26T14:52:45.295Z
1_2097,1,2097,0.4675,0.1115,1706,C,26.12,2026-06-26T14:52:45.295Z
1_2098,1,2098,0.5035,0.1162,7173,B,26.12,2026-06-26T14:52:45.295Z
1_2099,1,2099,0.5041,0.0181,4545,B,26.12,2026-06-26T14:52:45.295Z
1_2100,1,2100,0.4535,0.2176,1368,C,26.12,2026-06-26T14:52:45.295Z
1_2102,1,2102,0.6636,0.0449,9907,S,26.12,2026-06-26T14:52:45.295Z
1_2103,1,2103,0.6681,0.2172,4478,S,26.12,2026-06-26T14:52:45.295Z
1_2104,1,2104,0.5152,0.0091,2586,B,26.12,2026-06-26T14:52:45.295Z
1_2107,1,2107,0.6026,0.1242,6946,S,26.12,2026-06-26T14:52:45.295Z
1_2109,1,2109,0.6072,0.0992,8309,S,26.12,2026-06-26T14:52:45.295Z
1_2111,1,2111,0.6524,0.2364,3806,S,26.12,2026-06-26T14:52:45.295Z
1_2115,1,2115,0.6619,0.0842,7412,S,26.12,2026-06-26T14:52:45.295Z
1_2116,1,2116,0.5978,0.1482,9603,S,26.12,2026-06-26T14:52:45.295Z
1_2118,1,2118,0.512,0.0267,1046,B,26.12,2026-06-26T14:52:45.295Z
1_2119,1,2119,0.6024,0.1811,8959,S,26.12,2026-06-26T14:52:45.295Z
1_2123,1,2123,0.5575,0.0772,5910,S,26.12,2026-06-26T14:52:45.295Z
1_2126,1,2126,0.4875,0.06,4500,B,26.12,2026-06-26T14:52:45.295Z
1_2128,1,2128,0.5096,0.0512,760,B,26.12,2026-06-26T14:52:45.295Z
1_2129,1,2129,0.7493,0.2093,7243,S,26.12,2026-06-26T14:52:45.295Z
1_2132,1,2132,0.5768,0.1516,2537,S,26.12,2026-06-26T14:52:45.295Z
1_2133,1,2133,0.7283,0.0821,1186,S,26.12,2026-06-26T14:52:45.295Z
1_2134,1,2134,0.6548,0.1955,3389,S,26.12,2026-06-26T14:52:45.295Z
1_2135,1,2135,0.4934,0.2439,7577,B,26.12,2026-06-26T14:52:45.295Z
1_2137,1,2137,0.5266,0.0953,1963,A,26.12,2026-06-26T14:52:45.295Z
1_2139,1,2139,0.4815,0.0279,4432,B,26.12,2026-06-26T14:52:45.295Z
1_12317,1,12317,0.7093,0.008,4195,S,26.12,2026-06-26T14:52:45.295Z
2_1001,2,1001,0.4502,0.1917,8430,C,26.12,2026-06-26T14:52:45.295Z
2_1002,2,1002,0.4722,0.1075,3694,C,26.12,2026-06-26T14:52:45.295Z
2_1004,2,1004,0.508,0.1833,2693,B,26.12,2026-06-26T14:52:45.295Z
2_1005,2,1005,0.6445,0.2159,7707,S,26.12,2026-06-26T14:52:45.295Z
2_1006,2,1006,0.6749,0.2312,2260,S,26.12,2026-06-26T14:52:45.295Z
2_1011,2,1011,0.5288,0.1367,3830,A,26.12,2026-06-26T14:52:45.295Z
2_1013,2,1013,0.6892,0.033,7093,S,26.12,2026-06-26T14:52:45.295Z
2_1015,2,1015,0.7026,0.0479,5220,S,26.12,2026-06-26T14:52:45.295Z
2_1018,2,1018,0.6382,0.0448,5464,S,26.12,2026-06-26T14:52:45.295Z
2_1019,2,1019,0.5608,0.1741,6393,S,26.12,2026-06-26T14:52:45.295Z
2_1020,2,1020,0.6013,0.1941,8040,S,26.12,2026-06-26T14:52:45.295Z
2_1027,2,1027,0.7354,0.0198,8631,S,26.12,2026-06-26T14:52:45.295Z
2_1029,2,1029,0.5984,0.1647,4216,S,26.12,2026-06-26T14:52:45.295Z
2_1030,2,1030,0.5799,0.0351,5669,S,26.12,2026-06-26T14:52:45.295Z
2_1036,2,1036,0.7089,0.198,2948,S,26.12,2026-06-26T14:52:45.296Z
2_1038,2,1038,0.536,0.0062,3914,A,26.12,2026-06-26T14:52:45.296Z
2_1041,2,1041,0.5738,0.056,1608,S,26.12,2026-06-26T14:52:45.296Z
2_1045,2,1045,0.5705,0.0234,5245,S,26.12,2026-06-26T14:52:45.296Z
2_1047,2,1047,0.5717,0.0871,6500,S,26.12,2026-06-26T14:52:45.296Z
2_1048,2,1048,0.6642,0.0283,1269,S,26.12,2026-06-26T14:52:45.296Z
2_1053,2,1053,0.6895,0.1094,6983,S,26.12,2026-06-26T14:52:45.296Z
2_1054,2,1054,0.6393,0.155,1496,S,26.12,2026-06-26T14:52:45.296Z
2_1058,2,1058,0.6824,0.1061,9870,S,26.12,2026-06-26T14:52:45.296Z
2_1061,2,1061,0.7318,0.0843,6973,S,26.12,2026-06-26T14:52:45.296Z
2_1062,2,1062,0.5947,0.0444,6626,S,26.12,2026-06-26T14:52:45.296Z
2_1063,2,1063,0.4508,0.0032,8201,C,26.12,2026-06-26T14:52:45.296Z
2_1064,2,1064,0.7344,0.0874,8418,S,26.12,2026-06-26T14:52:45.296Z
2_1066,2,1066,0.653,0.0721,995,S,26.12,2026-06-26T14:52:45.296Z
2_1067,2,1067,0.7171,0.0356,4967,S,26.12,2026-06-26T14:52:45.296Z
2_1068,2,1068,0.4716,0.0762,1031,C,26.12,2026-06-26T14:52:45.296Z
2_1071,2,1071,0.6595,0.1023,450,S,26.12,2026-06-26T14:52:45.296Z
2_1072,2,1072,0.7242,0.1641,8892,S,26.12,2026-06-26T14:52:45.296Z
2_1074,2,1074,0.7146,0.2304,7981,S,26.12,2026-06-26T14:52:45.296Z
2_1077,2,1077,0.485,0.1684,7582,B,26.12,2026-06-26T14:52:45.296Z
2_1079,2,1079,0.546,0.008,1334,A,26.12,2026-06-26T14:52:45.296Z
2_1081,2,1081,0.6414,0.0639,799,S,26.12,2026-06-26T14:52:45.296Z
2_1084,2,1084,0.7125,0.0074,2774,S,26.12,2026-06-26T14:52:45.296Z
2_1088,2,1088,0.6001,0.2386,7591,S,26.12,2026-06-26T14:52:45.296Z
2_1092,2,1092,0.5141,0.0334,9461,B,26.12,2026-06-26T14:52:45.296Z
2_1095,2,1095,0.7348,0.1159,1435,S,26.12,2026-06-26T14:52:45.296Z
2_1098,2,1098,0.5055,0.1928,3864,B,26.12,2026-06-26T14:52:45.296Z
2_1103,2,1103,0.5366,0.1871,8188,A,26.12,2026-06-26T14:52:45.296Z
2_1104,2,1104,0.4874,0.0898,6689,B,26.12,2026-06-26T14:52:45.296Z
2_1113,2,1113,0.6935,0.1624,8032,S,26.12,2026-06-26T14:52:45.296Z
2_1115,2,1115,0.7427,0.1037,4176,S,26.12,2026-06-26T14:52:45.296Z
2_1116,2,1116,0.7198,0.0131,7352,S,26.12,2026-06-26T14:52:45.296Z
2_1118,2,1118,0.6705,0.2402,7010,S,26.12,2026-06-26T14:52:45.296Z
2_1129,2,1129,0.6299,0.1843,6102,S,26.12,2026-06-26T14:52:45.296Z
2_1133,2,1133,0.6631,0.0571,4849,S,26.12,2026-06-26T14:52:45.296Z
2_1134,2,1134,0.5547,0.1937,5895,S,26.12,2026-06-26T14:52:45.296Z
2_1141,2,1141,0.4931,0.1039,4902,B,26.12,2026-06-26T14:52:45.296Z
2_1149,2,1149,0.6145,0.0439,1427,S,26.12,2026-06-26T14:52:45.296Z
2_1150,2,1150,0.4895,0.1499,5982,B,26.12,2026-06-26T14:52:45.296Z
2_1151,2,1151,0.638,0.1571,576,S,26.12,2026-06-26T14:52:45.296Z
2_1152,2,1152,0.6163,0.1294,5650,S,26.12,2026-06-26T14:52:45.296Z
2_1154,2,1154,0.6313,0.005,9872,S,26.12,2026-06-26T14:52:45.296Z
2_1156,2,1156,0.561,0.1925,1930,S,26.12,2026-06-26T14:52:45.296Z
2_1180,2,1180,0.5452,0.077,7486,A,26.12,2026-06-26T14:52:45.296Z
2_1194,2,1194,0.56,0.1609,1716,S,26.12,2026-06-26T14:52:45.296Z
2_1195,2,1195,0.5832,0.17,5714,S,26.12,2026-06-26T14:52:45.296Z
2_1211,2,1211,0.6614,0.027,7647,S,26.12,2026-06-26T14:52:45.296Z
2_1220,2,1220,0.6562,0.1609,2832,S,26.12,2026-06-26T14:52:45.296Z
2_1225,2,1225,0.574,0.0936,1857,S,26.12,2026-06-26T14:52:45.296Z
2_1238,2,1238,0.5632,0.0828,7806,S,26.12,2026-06-26T14:52:45.296Z
2_1243,2,1243,0.5907,0.1425,1709,S,26.12,2026-06-26T14:52:45.296Z
2_1301,2,1301,0.6035,0.1241,9137,S,26.12,2026-06-26T14:52:45.296Z
2_1310,2,1310,0.6355,0.1271,8679,S,26.12,2026-06-26T14:52:45.296Z
2_1311,2,1311,0.5579,0.1238,7223,S,26.12,2026-06-26T14:52:45.296Z
2_1322,2,1322,0.7214,0.1007,5184,S,26.12,2026-06-26T14:52:45.296Z
2_1323,2,1323,0.4798,0.1862,6364,C,26.12,2026-06-26T14:52:45.296Z
2_1324,2,1324,0.6446,0.048,5079,S,26.12,2026-06-26T14:52:45.296Z
2_1325,2,1325,0.5108,0.2309,6688,B,26.12,2026-06-26T14:52:45.296Z
2_1326,2,1326,0.5431,0.2031,2761,A,26.12,2026-06-26T14:52:45.296Z
2_1328,2,1328,0.6448,0.101,1714,S,26.12,2026-06-26T14:52:45.296Z
2_1329,2,1329,0.4874,0.1782,4626,B,26.12,2026-06-26T14:52:45.296Z
2_1331,2,1331,0.6261,0.2199,8814,S,26.12,2026-06-26T14:52:45.296Z
2_1332,2,1332,0.604,0.1035,5133,S,26.12,2026-06-26T14:52:45.296Z
2_1334,2,1334,0.5726,0.077,8578,S,26.12,2026-06-26T14:52:45.296Z
2_1335,2,1335,0.5077,0.1965,6848,B,26.12,2026-06-26T14:52:45.296Z
2_1336,2,1336,0.5708,0.1021,7368,S,26.12,2026-06-26T14:52:45.296Z
2_1337,2,1337,0.552,0.2231,697,S,26.12,2026-06-26T14:52:45.296Z
2_1343,2,1343,0.6592,0.0145,2791,S,26.12,2026-06-26T14:52:45.296Z
2_1344,2,1344,0.6419,0.1671,1150,S,26.12,2026-06-26T14:52:45.296Z
2_1345,2,1345,0.5423,0.1816,7804,A,26.12,2026-06-26T14:52:45.296Z
2_1346,2,1346,0.4641,0.095,3615,C,26.12,2026-06-26T14:52:45.296Z
2_1349,2,1349,0.4628,0.071,7417,C,26.12,2026-06-26T14:52:45.296Z
2_1353,2,1353,0.7105,0.1965,1413,S,26.12,2026-06-26T14:52:45.296Z
2_1356,2,1356,0.4784,0.1658,7275,C,26.12,2026-06-26T14:52:45.296Z
2_1358,2,1358,0.7103,0.0337,4247,S,26.12,2026-06-26T14:52:45.296Z
2_1361,2,1361,0.6521,0.1319,5077,S,26.12,2026-06-26T14:52:45.296Z
2_1373,2,1373,0.4944,0.0189,7054,B,26.12,2026-06-26T14:52:45.296Z
2_1375,2,1375,0.5196,0.1709,146,B,26.12,2026-06-26T14:52:45.296Z
2_1379,2,1379,0.7205,0.1455,4417,S,26.12,2026-06-26T14:52:45.296Z
2_1384,2,1384,0.453,0.1732,6137,C,26.12,2026-06-26T14:52:45.296Z
2_1388,2,1388,0.454,0.2474,3749,C,26.12,2026-06-26T14:52:45.296Z
2_1389,2,1389,0.5689,0.2378,6209,S,26.12,2026-06-26T14:52:45.296Z
2_1390,2,1390,0.5392,0.0742,8756,A,26.12,2026-06-26T14:52:45.296Z
2_1392,2,1392,0.6302,0.1775,5685,S,26.12,2026-06-26T14:52:45.296Z
2_1400,2,1400,0.6308,0.0282,6312,S,26.12,2026-06-26T14:52:45.296Z
2_1401,2,1401,0.5147,0.1807,6451,B,26.12,2026-06-26T14:52:45.296Z
2_1402,2,1402,0.4674,0.0036,1626,C,26.12,2026-06-26T14:52:45.296Z
2_1403,2,1403,0.4763,0.1524,2765,C,26.12,2026-06-26T14:52:45.296Z
2_1413,2,1413,0.5053,0.0275,3960,B,26.12,2026-06-26T14:52:45.296Z
2_1414,2,1414,0.5544,0.1197,8053,S,26.12,2026-06-26T14:52:45.296Z
2_1420,2,1420,0.5016,0.1822,5724,B,26.12,2026-06-26T14:52:45.296Z
2_1421,2,1421,0.5611,0.1988,4763,S,26.12,2026-06-26T14:52:45.296Z
2_1996,2,1996,0.702,0.1616,1056,S,26.12,2026-06-26T14:52:45.296Z
2_2004,2,2004,0.6984,0.0171,8411,S,26.12,2026-06-26T14:52:45.296Z
2_2005,2,2005,0.6866,0.2219,8972,S,26.12,2026-06-26T14:52:45.296Z
2_2006,2,2006,0.5957,0.1836,4264,S,26.12,2026-06-26T14:52:45.296Z
2_2007,2,2007,0.6765,0.178,1068,S,26.12,2026-06-26T14:52:45.296Z
2_2010,2,2010,0.5771,0.0627,6676,S,26.12,2026-06-26T14:52:45.296Z
2_2031,2,2031,0.6972,0.1705,9752,S,26.12,2026-06-26T14:52:45.296Z
2_2032,2,2032,0.6203,0.1867,9862,S,26.12,2026-06-26T14:52:45.296Z
2_2034,2,2034,0.624,0.1947,5575,S,26.12,2026-06-26T14:52:45.296Z
2_2042,2,2042,0.6328,0.0755,6478,S,26.12,2026-06-26T14:52:45.296Z
2_2043,2,2043,0.6331,0.0467,961,S,26.12,2026-06-26T14:52:45.296Z
2_2046,2,2046,0.5535,0.098,5879,S,26.12,2026-06-26T14:52:45.296Z
2_2054,2,2054,0.5366,0.0595,5719,A,26.12,2026-06-26T14:52:45.296Z
2_2055,2,2055,0.4799,0.1037,6293,C,26.12,2026-06-26T14:52:45.296Z
2_2062,2,2062,0.4712,0.0024,9385,C,26.12,2026-06-26T14:52:45.296Z
2_2063,2,2063,0.5055,0.017,9401,B,26.12,2026-06-26T14:52:45.296Z
2_2064,2,2064,0.6946,0.0855,5101,S,26.12,2026-06-26T14:52:45.296Z
2_2065,2,2065,0.4769,0.0022,10047,C,26.12,2026-06-26T14:52:45.296Z
2_2072,2,2072,0.6746,0.1399,4411,S,26.12,2026-06-26T14:52:45.296Z
2_2077,2,2077,0.552,0.2439,1793,S,26.12,2026-06-26T14:52:45.296Z
2_2078,2,2078,0.7089,0.0389,8306,S,26.12,2026-06-26T14:52:45.296Z
2_2080,2,2080,0.7069,0.2441,3770,S,26.12,2026-06-26T14:52:45.296Z
2_2082,2,2082,0.5973,0.1468,505,S,26.12,2026-06-26T14:52:45.296Z
2_2083,2,2083,0.7392,0.2141,3950,S,26.12,2026-06-26T14:52:45.296Z
2_2087,2,2087,0.7152,0.1306,7722,S,26.12,2026-06-26T14:52:45.296Z
2_2089,2,2089,0.5095,0.0937,8585,B,26.12,2026-06-26T14:52:45.296Z
2_2091,2,2091,0.5832,0.0874,9345,S,26.12,2026-06-26T14:52:45.296Z
2_2095,2,2095,0.5,0.2116,8892,B,26.12,2026-06-26T14:52:45.296Z
2_2096,2,2096,0.6336,0.2109,2517,S,26.12,2026-06-26T14:52:45.296Z
2_2097,2,2097,0.6837,0.1741,1277,S,26.12,2026-06-26T14:52:45.296Z
2_2098,2,2098,0.6955,0.1392,4744,S,26.12,2026-06-26T14:52:45.296Z
2_2099,2,2099,0.6873,0.0123,4078,S,26.12,2026-06-26T14:52:45.296Z
2_2100,2,2100,0.6841,0.0998,6234,S,26.12,2026-06-26T14:52:45.296Z
2_2102,2,2102,0.7135,0.1403,8837,S,26.12,2026-06-26T14:52:45.296Z
2_2103,2,2103,0.5255,0.1926,2057,A,26.12,2026-06-26T14:52:45.296Z
2_2104,2,2104,0.572,0.1705,8402,S,26.12,2026-06-26T14:52:45.296Z
2_2107,2,2107,0.6359,0.0567,1737,S,26.12,2026-06-26T14:52:45.296Z
2_2109,2,2109,0.5456,0.1072,670,A,26.12,2026-06-26T14:52:45.296Z
